feature,value,set,chem_prop,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,tax_pdm,n_inducing,fold
.kernel.kernels[1].lengthscales.pcp834,107.99384,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp836,10.67104,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp839,65.64288,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp843,51.7314,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp857,4.10187,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp860,76.24908,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp864,51.7314,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp878,4.10187,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[2].lengthscales.chem_mw,10.69008,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[2].lengthscales.chem_mp,437.31875,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[2].lengthscales.chem_ws,3.70689,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[2].lengthscales.chem_rdkit_clogp,12.22433,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_B,58.67787,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_C,17.95879,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_D,192.00702,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_H,14.82694,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_O,7.92974,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_P,14.17301,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_A,50.50204,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_B,102.82926,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_C,33.18669,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_D,9.87152,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_E,4.12619,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_M,12.23231,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MA,11.38381,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MC,105.26029,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MI,4.88358,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MN,77.21634,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MP,9.86803,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TA,7.28741,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TH,4.61644,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TN,8.32422,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TP,2.40272,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampv,7.7351,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampkap,240.12456,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_amppm,8.91003,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_amd,6.79985,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_licm,3.11313,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.mean_function.c,-7.52292,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].variance,0.11464,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].variance,0.15229,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[2].variance,0.31259,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].variance,0.0346,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.likelihood.variance,0.55602,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_F,10.48071,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_T,51.79832,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_NR,6.47542,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_R,3.49092,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_S,6.00935,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].lengthscales.test_media_type_SW,7.49284,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[0].lengthscales.result_obs_duration_mean,4.47927,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0001,7.18052,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0002,34.17178,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0013,51.65213,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0024,19.47968,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0031,45.41741,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0034,1.55256,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0035,33.39098,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0052,1.66274,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0067,1.65517,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0069,46.20797,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0080,1.7856,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0084,48.41486,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0091,1.70056,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0092,1.3466,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0094,53.80422,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0097,1.70285,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0102,41.97407,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0110,30.10052,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0113,1.52516,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0114,55.38753,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0116,3.35274,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0118,24.10383,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0119,54.52051,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0140,2.0349,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0145,41.49135,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0147,3.12033,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0151,4.25028,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0157,51.41284,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0164,28.52523,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0165,60.68446,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0184,4.26841,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0190,40.91197,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0191,44.887,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0192,57.69125,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0193,43.69763,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0199,22.84492,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0202,25.06374,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0205,39.80993,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0207,41.80042,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0216,70.66906,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0222,47.82256,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0227,35.54837,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0231,44.8903,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0235,1.02201,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0237,2.24484,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0249,49.8786,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0251,2.56709,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0252,10.70025,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0255,2.67458,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0271,3.00807,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0275,48.32331,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0283,55.14875,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0289,1.88317,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0294,72.41332,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0305,49.9497,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0310,2.68837,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0314,8.29449,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0319,43.07854,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0322,54.29184,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0333,19.142,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0345,1.71812,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0349,29.94977,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0350,41.18386,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0352,42.25876,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0353,60.05502,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0354,26.32082,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0361,3.16378,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0366,56.37646,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0378,44.44036,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0381,50.46422,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0383,1.55518,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0389,69.84009,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0392,44.50212,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0394,60.72247,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0401,3.83617,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0407,32.2294,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0419,2.90712,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0431,56.43581,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0441,3.48651,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0448,53.48848,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0456,44.72884,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0463,2.60874,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0473,61.88227,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0478,22.57897,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0486,58.08281,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0489,43.85714,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0504,51.92774,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.Morgan0519,29.51194,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,none,100,trainvalid
